WEEKDAY_APPR_PROCESS_START_SUNDAY_y,BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,CODE_REJECT_REASON_HC,BUREAU_DAYS_CREDIT_ENDDATE_MIN,AMT_GOODS_PRICE,TOTALAREA_MODE,NAME_SELLER_INDUSTRY_XNA,PREVAPP_CNT_PAYMENT_MEAN,BUREAU_DAYS_CREDIT_MIN,PREVAPP_DAYS_FIRST_DUE_MEAN,SK_ID_CURR,NAME_YIELD_GROUP_middle,PREVAPP_AMT_APPLICATION_MEAN,BUREAU_DAYS_CREDIT_UPDATE_MEAN,OBS_60_CNT_SOCIAL_CIRCLE,NAME_CONTRACT_STATUS_Canceled_x,PREVAPP_AMT_ANNUITY_SUM,WEEKDAY_APPR_PROCESS_START_THURSDAY_y,POS_SK_DPD_DEF_SUM,PREVAPP_DAYS_FIRST_DRAWING_MEAN,CREDIT_TYPE_Credit card,NAME_CONTRACT_STATUS_Active_x,BUREAU_DAYS_CREDIT_MEAN,BUREAU_AMT_CREDIT_SUM_DEBT_MAX,BUREAU_DAYS_CREDIT_UPDATE_MAX,COMMONAREA_AVG,POS_SK_ID_PREV_MEAN,PREVAPP_AMT_APPLICATION_MAX,NAME_PORTFOLIO_Cards,NAME_CONTRACT_STATUS_Completed_x,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_MEAN,BUREAU_DAYS_CREDIT_MAX,NAME_CLIENT_TYPE_New,AMT_ANNUITY,PREVAPP_DAYS_TERMINATION_MAX,POS_CNT_INSTALMENT_FUTURE_SUM,FLOORSMAX_AVG,PREVAPP_AMT_CREDIT_SUM,BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,PREVAPP_DAYS_DECISION_MEAN,NAME_CONTRACT_TYPE_Cash loans,NAME_CLIENT_TYPE_Repeater,CODE_REJECT_REASON_XAP,POS_SK_ID_PREV_MAX,BUREAU_DAYS_ENDDATE_FACT_MEAN,APARTMENTS_AVG,NAME_PRODUCT_TYPE_x-sell,BUREAU_AMT_CREDIT_SUM_MEAN,AMT_INCOME_TOTAL,BUREAU_DAYS_ENDDATE_FACT_MIN,NAME_GOODS_CATEGORY_Consumer Electronics,CNT_CHILDREN,BASEMENTAREA_AVG,DAYS_ID_PUBLISH,PREVAPP_CNT_PAYMENT_MAX,NAME_PAYMENT_TYPE_XNA,NAME_PORTFOLIO_POS,BUREAU_AMT_CREDIT_MAX_OVERDUE_SUM,BUREAU_DAYS_CREDIT_ENDDATE_MAX,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE,PREVAPP_AMT_DOWN_PAYMENT_MAX,NAME_YIELD_GROUP_low_normal,BUREAU_SK_ID_BUREAU_MAX,LIVINGAPARTMENTS_AVG,NAME_GOODS_CATEGORY_XNA,LIVINGAREA_AVG,NAME_SELLER_INDUSTRY_Consumer electronics,BUREAU_AMT_CREDIT_SUM_MAX,NAME_PORTFOLIO_Cash,WEEKDAY_APPR_PROCESS_START_WEDNESDAY_y,NAME_GOODS_CATEGORY_Computers,CNT_FAM_MEMBERS,PREVAPP_AMT_APPLICATION_SUM,PRODUCT_COMBINATION_Cash,NONLIVINGAREA_AVG,AGE,POS_SK_DPD_MEAN,NAME_CONTRACT_STATUS_Signed_x,PREVAPP_AMT_DOWN_PAYMENT_MEAN,PRODUCT_COMBINATION_POS mobile with interest,CHANNEL_TYPE_AP+ (Cash loan),POS_MONTHS_BALANCE_SUM,POS_SK_DPD_MAX,NAME_TYPE_SUITE_Unaccompanied_y,NAME_PRODUCT_TYPE_XNA,BUREAU_AMT_CREDIT_SUM_DEBT_SUM,POS_CNT_INSTALMENT_MEAN,PREVAPP_AMT_ANNUITY_MEAN,WEEKDAY_APPR_PROCESS_START_SATURDAY_y,NAME_GOODS_CATEGORY_Audio/Video,CODE_REJECT_REASON_LIMIT,OBS_30_CNT_SOCIAL_CIRCLE,WEEKDAY_APPR_PROCESS_START_FRIDAY,AMT_CREDIT,BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,EXT_SOURCE_3,EXT_SOURCE_1,POS_CNT_INSTALMENT_MAX,CODE_REJECT_REASON_SCOFR,POS_SK_DPD_SUM,PREVAPP_DAYS_FIRST_DUE_MAX,POS_SK_DPD_DEF_MAX,HOUR_APPR_PROCESS_START,POS_CNT_INSTALMENT_SUM,PREVAPP_DAYS_DECISION_MAX,REGION_POPULATION_RELATIVE,PREVAPP_SELLERPLACE_AREA_MAX,BUREAU_SK_ID_BUREAU_MEAN,BUREAU_SK_ID_BUREAU_MIN,LANDAREA_AVG,PREVAPP_SELLERPLACE_AREA_MEAN,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,PREVAPP_AMT_GOODS_PRICE_MAX,NAME_CONTRACT_TYPE_Revolving loans,DEF_30_CNT_SOCIAL_CIRCLE,PREVAPP_SK_ID_PREV_MAX,NAME_CONTRACT_STATUS_Refused_x,WEEKDAY_APPR_PROCESS_START_MONDAY_y,BUREAU_DAYS_ENDDATE_FACT_MAX,NAME_YIELD_GROUP_high,PREVAPP_AMT_GOODS_PRICE_MEAN,PREVAPP_AMT_ANNUITY_MAX,CHANNEL_TYPE_Credit and cash offices,CREDIT_TYPE_Consumer credit,PREVAPP_DAYS_LAST_DUE_1ST_VERSION_MAX,OWN_CAR_AGE,NAME_PAYMENT_TYPE_Cash through the bank,CHANNEL_TYPE_Stone,DAYS_BIRTH,PREVAPP_AMT_CREDIT_MAX,CREDIT_ACTIVE_Closed,POS_CNT_INSTALMENT_FUTURE_MAX,POS_SK_DPD_DEF_MEAN,COMMONAREA_MODE,NAME_CONTRACT_STATUS_Approved_x,AMT_REQ_CREDIT_BUREAU_YEAR,BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX,PREVAPP_SK_ID_PREV_MEAN,PREVAPP_DAYS_LAST_DUE_MAX,WEEKDAY_APPR_PROCESS_START_TUESDAY_y,NAME_CONTRACT_TYPE_Consumer loans,EXT_SOURCE_2,PREVAPP_DAYS_TERMINATION_MEAN,PREVAPP_AMT_GOODS_PRICE_SUM,PREVAPP_RATE_DOWN_PAYMENT_MAX,BUREAU_DAYS_CREDIT_UPDATE_MIN,CHANNEL_TYPE_Regional / Local,CHANNEL_TYPE_Country-wide,NAME_PORTFOLIO_XNA,FLOORSMIN_AVG,BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,NAME_GOODS_CATEGORY_Mobile,PREVAPP_AMT_CREDIT_MEAN,NAME_SELLER_INDUSTRY_Connectivity,ENTRANCES_AVG,PREVAPP_NFLAG_INSURED_ON_APPROVAL_MEAN,PREVAPP_DAYS_LAST_DUE_MEAN,YEARS_BUILD_AVG,DAYS_EMPLOYED,NAME_PRODUCT_TYPE_walk-in,PREVAPP_HOUR_APPR_PROCESS_START_MEAN,PREVAPP_RATE_DOWN_PAYMENT_MEAN,CREDIT_ACTIVE_Active,PREVAPP_HOUR_APPR_PROCESS_START_MAX,POS_MONTHS_BALANCE_MAX,NAME_YIELD_GROUP_XNA,NAME_TYPE_SUITE_Family_y,BUREAU_AMT_CREDIT_SUM_SUM,PREVAPP_AMT_DOWN_PAYMENT_SUM,POS_CNT_INSTALMENT_FUTURE_MEAN,BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN,COMMONAREA_MEDI,YEARS_BEGINEXPLUATATION_AVG,POS_MONTHS_BALANCE_MEAN
0,225514,1,-2862,398279,0.9695,1,19,-612,-1429,420480,1,188903,-1207,16,1,57663,0,17,-2795,0,0,-2395,305195,-228,0.3129,2109130,50415,1,0,-1499,-2658,0,15329,-1845,61,0.6947,1922092,91495,-202,1,1,1,1320122,-2563,0.5876,0,227889,208923,-1228,0,2.5733,0.2176,-4296,32,0,0,82743,-1997,-13658,-1212,54783,1,2152310,0.5426,1,0.2912,1,543271,1,0,1,3.2428,1245294,1,0.2883,39,0.8357,1,41734,0,1,-4388,8,0,1,410868,18,19110,0,0,1,1,0,434532,142871,0.6666,0.1322,30,0,77,-1140,1,11,34,-1266,0.0287,403,1491751,2352450,0.7855,308,-1484,184412,0,14,1993900,0,1,-193,1,50804,3649,0,0,-1618,14,1,0,-15005,213049,0,0,2.0706,0.7122,0,2.4453,2999,1616166,-2313,1,0,0.6467,-1325,758218,0.4671,-1674,1,1,0,0.7364,143010,0,240318,1,0.297,0.147,-1761,0.7078,-28663,1,8,0.8989,0,11,-39,1,1,265573,147047,7,4554,0.6194,0.0198,-25
0,282877,0,-2900,415298,0.8722,1,27,-1602,-272,150320,1,212785,-1610,15,0,55787,1,49,-70,0,1,-2365,169046,-1275,0.8295,1980376,53663,1,0,-2197,-1783,0,15141,-2415,1,0.8498,499768,954616,-1663,1,0,0,2121328,-498,0.1658,0,273692,217908,-491,1,0.4142,0.1752,-3239,50,0,1,106926,-2009,-6508,-1075,50476,0,1325900,0.6957,0,0.372,1,486581,0,1,0,2.36,663907,1,0.946,54,2.4124,0,16254,0,1,-3799,3,0,0,76603,16,7041,1,1,0,13,0,443365,196499,0.508,0.1613,2,0,68,-2930,6,14,61,-565,0.0494,30,2722199,1136086,0.4067,441,-2112,489506,1,2,1778537,1,0,-889,0,303639,3549,0,0,-1174,11,0,0,-15822,561815,1,26,3.7819,0.5274,1,3.5799,25548,1005459,-1748,0,1,0.633,-1539,1461915,0.7353,-503,0,1,1,0.1269,67058,1,206446,1,0.3182,0.3813,-251,0.8701,-5593,1,10,0.1137,1,6,-104,1,1,1368174,35869,18,5803,0.2619,0.5524,-6
1,269433,0,-2020,410985,0.6963,0,21,-1251,-2736,232064,0,262160,-657,1,1,97115,0,82,-2229,1,0,-2612,34319,-1169,0.8778,2227167,63952,1,1,-2533,-1255,0,15411,-2541,4,0.3105,758708,199116,-955,0,0,0,1561913,-1886,0.3344,1,284837,158109,-1083,0,1.6203,0.3327,-5424,38,0,1,155129,-2499,-4410,-2884,86169,1,1843888,0.547,0,0.4687,0,198751,1,0,1,3.006,1853928,0,0.1735,47,1.3244,1,21352,0,0,-4748,0,1,1,1550590,11,16457,1,1,1,6,0,421028,157812,0.5556,0.144,19,0,17,-167,4,9,82,-412,0.0409,463,2573479,1235819,0.7814,189,-2477,356815,0,0,1318414,1,1,-2779,1,52872,11673,0,0,-238,12,1,0,-24475,250522,0,47,0.6331,0.3172,0,3.8028,40067,2638256,-2549,1,0,0.5563,-2183,91392,0.1036,-2040,0,0,1,0.5841,125162,1,38034,0,0.6524,0.4475,-2024,0.5723,-15587,0,12,0.8505,0,8,-14,1,0,1920731,57186,0,3007,0.3908,0.4373,-6
0,281932,0,-2586,438934,0.6655,0,15,-2184,-2325,313083,0,67471,-2332,16,1,63912,0,64,-1367,1,1,-1602,493532,-400,0.3739,2917985,404454,1,0,-906,-2885,1,16542,-2839,61,0.9834,974947,329188,-325,1,1,1,2386044,-777,0.6027,1,81338,223215,-1300,1,2.3954,0.0507,-73,58,1,1,41160,-274,-20121,-440,60805,1,2411871,0.8392,0,0.4209,0,315825,0,1,1,2.5559,1202029,1,0.8124,37,3.3574,0,941,0,1,-1631,8,1,1,1787363,7,19164,0,0,0,0,1,473990,120792,0.4102,0.1511,44,0,2,-1545,1,11,4,-1628,0.0404,149,2964691,2696324,0.397,55,-848,211892,0,2,1479788,1,0,-1714,1,211765,2907,1,0,-2846,4,1,0,-24562,332102,0,38,0.5333,0.9984,1,4.1509,30121,1604357,-2080,1,1,0.7055,-315,1093825,0.4857,-103,0,1,1,0.0718,298768,0,240357,0,0.0355,0.2564,-2765,0.3611,-25428,0,10,0.6665,0,18,-21,0,0,1363765,167536,16,4939,0.2317,0.0867,-10
0,43318,0,-1098,382926,0.7199,1,3,-83,-99,633765,1,248788,-2552,15,1,8989,0,66,-496,0,1,-2981,488034,-796,0.5749,2133940,158713,0,0,-162,-2241,1,15776,-2788,64,0.5896,279472,527836,-1520,0,1,1,1825640,-1695,0.3754,1,152689,231785,-2934,0,1.355,0.249,-21,36,0,0,170913,-2190,-23613,-2952,94343,0,1203569,0.334,1,0.5137,1,574361,0,1,0,1.1653,1555866,1,0.6355,52,3.208,1,12099,1,1,-1630,8,0,1,1086527,11,5581,1,0,1,18,1,458248,120658,0.6081,0.1653,15,1,37,-2332,4,9,59,-250,0.0465,13,2509452,2748398,0.1887,226,-2855,508466,0,5,1486832,0,1,-2165,0,298139,2248,1,1,-1589,2,1,1,-19022,205558,1,6,2.8315,0.5508,0,3.5667,34258,2046585,-1205,0,0,0.6926,-547,576470,0.1539,-2991,1,1,1,0.514,119580,0,206312,1,0.6402,0.5626,-2891,0.9487,-11448,1,0,0.7185,1,0,-40,1,0,198551,126580,1,9950,0.9278,0.6969,-48
1,129732,1,-2740,391785,0.0019,1,12,-2796,-2394,648785,1,247745,-1794,15,0,23531,0,73,-1401,1,0,-1087,110022,-1196,0.3814,1674576,397138,0,0,-2959,-1926,1,15034,-1512,67,0.9689,573920,890145,-387,0,0,0,2444001,-1462,0.4562,1,147669,233674,-807,1,2.5233,0.8191,-6527,21,1,1,13671,-2583,-3512,-1702,13486,0,1205239,0.1487,0,0.3248,0,128442,1,1,0,2.3846,894846,0,0.9279,29,2.3921,1,16625,0,0,-981,0,1,1,1643173,18,7590,1,1,0,4,1,456865,102618,0.5387,0.1831,44,0,31,-2194,4,11,1,-915,0.0359,495,2948381,1610331,0.4001,399,-1949,102141,0,7,2170845,0,0,-1495,1,209584,10135,1,1,-1011,1,1,1,-11161,19338,0,24,3.9109,0.9271,1,0.9462,15675,2508760,-657,0,0,0.6851,-1537,1759749,0.9019,-1882,1,1,0,0.3172,248613,1,294426,1,0.5056,0.4858,-2708,0.9981,-23783,0,15,0.9616,1,12,-38,0,1,1420854,4610,4,7487,0.1078,0.9815,-49
1,276036,1,-2336,417085,0.1294,0,4,-2290,-2296,520116,0,176082,-2421,17,0,99810,1,29,-388,1,0,-1857,258598,-838,0.0118,1978569,372857,1,1,-78,-140,0,16862,-1772,48,0.7235,183148,916796,-2311,0,1,1,2686905,-320,0.3202,0,168186,218536,-2408,0,2.7726,0.5434,-5937,43,0,0,37404,-2257,-20708,-446,48539,1,1314823,0.2124,1,0.4892,1,44002,0,1,0,2.4328,649271,0,0.9737,59,4.5324,1,45111,0,0,-3712,9,0,0,842102,6,13766,0,0,0,3,0,439601,165005,0.5424,0.182,21,0,18,-50,6,10,73,-1165,0.0322,306,2624442,2272599,0.3749,270,-1903,456500,0,18,1562712,0,1,-656,1,325910,19128,0,1,-2661,18,0,0,-22179,518731,1,22,3.0202,0.0091,1,2.7409,22089,2661208,-2851,1,0,0.6953,-1961,73489,0.9036,-268,0,1,1,0.5398,73432,0,248799,1,0.3033,0.8414,-2501,0.8119,-13784,0,16,0.2222,1,21,-55,1,1,1437604,4487,9,8381,0.9727,0.6543,-54
1,173523,1,-1484,392127,0.4193,1,3,-2256,-2862,666348,1,59037,-890,10,1,2283,0,87,-2766,0,0,-1696,18360,-2571,0.7815,1589059,46857,0,0,-1529,-2780,0,15921,-801,0,0.9862,603125,668456,-2915,0,1,0,1749393,-271,0.158,1,285698,202914,-1773,1,2.3324,0.8106,-7993,49,1,0,65341,-1611,-12401,-780,69057,0,2106352,0.6851,1,0.8209,1,200790,1,0,0,1.6128,737324,0,0.5679,34,1.3294,1,40722,0,1,-366,1,0,1,216007,1,16903,1,1,0,6,1,477767,97870,0.4484,0.0826,13,0,96,-2438,6,17,84,-2459,0.0289,66,1995266,1455631,0.0959,73,-898,216599,0,13,1620424,0,1,-2642,0,137248,9965,0,0,-1367,5,1,1,-24817,563547,1,49,4.6113,0.5125,0,4.3464,709,2564910,-46,0,1,0.5848,-942,515148,0.6564,-296,0,1,0,0.7554,91487,0,130395,1,0.3929,0.0373,-997,0.4784,-5296,0,16,0.9302,1,21,-86,0,1,448806,98443,4,9036,0.8059,0.3322,-32
1,177128,0,-956,382878,0.0952,0,3,-2804,-1290,123021,0,27036,-1318,15,1,1254,1,58,-1718,0,1,-259,104063,-2798,0.2258,2097670,304430,1,1,-1079,-2300,1,16258,-840,24,0.3326,896766,878901,-1276,1,1,0,2401811,-2078,0.1432,1,37858,235045,-2234,0,0.0942,0.1796,-6257,38,1,0,84924,-1997,-14961,-752,63760,0,1523290,0.6061,1,0.6023,0,365172,1,1,0,3.2085,146348,0,0.9757,46,2.4578,1,14446,1,0,-379,3,0,0,351681,4,4669,0,1,0,5,1,441173,147226,0.4156,0.0514,15,1,26,-1080,5,9,22,-1126,0.0243,499,2075930,1544733,0.7994,307,-1126,282527,0,14,2007457,1,0,-1199,0,290983,4561,0,0,-2634,10,1,1,-10799,26061,0,13,3.0997,0.6141,0,1.5587,42407,1563382,-2628,1,1,0.5758,-1663,1252603,0.1891,-2423,0,1,1,0.7411,97052,0,129475,1,0.8246,0.3358,-2681,0.4747,-10200,1,12,0.5469,1,14,-59,1,1,1897001,40338,1,4919,0.287,0.9121,-13
1,296062,1,-148,391457,0.2046,0,23,-2022,-1752,618834,1,117031,-1127,0,1,21312,0,2,-775,1,1,-1219,256747,-2279,0.3485,2608927,127756,0,0,-1867,-572,0,15662,-2367,57,0.1157,1489886,142628,-1591,0,1,1,2458348,-2146,0.5771,0,25439,228257,-2670,1,1.762,0.0431,-6560,57,1,1,125056,-1452,-18475,-616,77792,0,1136169,0.5757,1,0.8992,1,484234,0,0,1,1.5828,797472,1,0.3595,25,0.7904,1,36918,1,1,-960,2,1,0,909848,6,18501,0,1,1,0,1,453008,176857,0.6504,0.1824,33,0,95,-1809,7,9,11,-773,0.0332,403,2554255,2957719,0.1231,185,-764,453050,0,7,2678946,1,1,-1963,1,264719,3977,1,1,-2746,8,0,0,-23459,409051,1,45,4.2489,0.956,0,2.3338,15966,1156080,-2573,0,1,0.7437,-1665,701727,0.5284,-348,1,0,1,0.8745,280663,1,89838,1,0.4365,0.893,-1424,0.579,-11740,1,12,0.3864,1,18,-10,1,0,74975,37606,15,5183,0.413,0.895,-8
1,52203,1,-2753,438944,0.7193,0,25,-2157,-2327,315436,1,55206,-377,10,0,69215,1,37,-2838,0,0,-1604,126573,-2062,0.1071,2322405,284466,1,1,-1694,-2339,1,15805,-507,61,0.7467,693814,742453,-255,1,1,1,2167381,-60,0.568,0,282195,239402,-472,0,1.0311,0.7912,-6174,9,1,1,54018,-2252,-371,-1332,45157,1,1160778,0.3475,0,0.2386,1,313885,0,1,1,4.4319,487275,1,0.9963,49,0.1133,1,8108,0,0,-1901,3,0,1,275514,17,8164,0,1,1,12,1,457581,88774,0.629,0.1985,39,1,72,-1545,3,11,46,-2502,0.029,230,2842235,2360917,0.1037,267,-1921,172537,0,16,1998712,1,1,-720,0,392050,1453,1,0,-337,14,0,0,-23642,222151,1,41,0.7368,0.5929,0,0.2062,11477,1086259,-66,0,0,0.5759,-34,932225,0.9483,-2100,0,0,0,0.355,281033,0,30823,0,0.8293,0.8603,-2040,0.7575,-26805,0,13,0.363,0,4,-77,0,1,1682843,194893,13,2781,0.8351,0.3912,-59
0,83641,0,-244,434432,0.2548,1,21,-2337,-793,330162,1,104934,-123,8,0,96280,0,50,-2446,1,0,-158,317628,-836,0.7217,1457467,334604,0,0,-1223,-1898,0,16206,-512,87,0.5617,844359,1353,-817,1,1,0,1049024,-2949,0.7286,1,159066,228257,-1311,0,1.7468,0.4883,-1421,28,0,0,158915,-1404,-23941,-1278,1193,0,2278409,0.1893,1,0.3211,0,172715,0,1,0,2.8794,237494,0,0.9874,57,1.2408,1,14240,0,1,-4568,0,1,1,1117174,0,9382,0,0,1,4,0,456400,51978,0.6153,0.1502,36,0,57,-1665,0,16,60,-1035,0.0379,439,1196015,2039886,0.0611,357,-2187,560254,1,11,2023520,1,1,-658,0,369133,18483,1,0,-2424,19,1,1,-21194,535292,0,10,3.5056,0.2736,0,4.4475,23161,2079423,-2665,1,0,0.7489,-2597,506705,0.0225,-749,0,0,1,0.4519,171283,0,276728,1,0.0221,0.4205,-494,0.1739,-7188,1,4,0.9503,1,2,-109,1,0,1959781,90999,17,6352,0.3564,0.7535,-30
1,138605,1,-2197,435428,0.1585,1,4,-83,-1943,328421,0,81382,-956,2,1,4073,0,89,-748,1,1,-1407,195565,-158,0.6885,2733811,394519,0,1,-1010,-2757,1,15723,-1541,4,0.9321,669180,430351,-277,0,1,0,1367481,-1774,0.7155,1,182404,212013,-1245,0,0.1255,0.9956,-4696,29,1,1,36128,-2358,-4699,-1494,86802,0,1574161,0.3991,1,0.8815,1,561944,0,1,1,1.0479,142397,0,0.7404,58,2.7768,0,7713,0,0,-2227,2,1,1,716203,0,3490,0,0,0,10,1,428176,76435,0.6878,0.0947,43,0,35,-2527,6,17,7,-1815,0.0314,403,1650180,1833669,0.9587,468,-1775,227471,1,6,1537182,0,0,-407,1,297251,11470,1,0,-2938,11,1,1,-13559,103283,0,46,2.503,0.7232,0,1.5762,30165,1183818,-777,0,1,0.6798,-1326,574667,0.4562,-2315,1,1,0,0.4155,126320,1,236995,0,0.1222,0.5212,-2209,0.5247,-23784,0,18,0.3304,0,15,-99,1,0,1839060,147271,13,217,0.0096,0.7981,-35
1,287274,0,-1539,380585,0.3817,1,4,-1134,-961,302063,0,156325,-2366,12,1,38100,1,30,-941,0,0,-990,455627,-1022,0.1638,1248739,160882,0,1,-623,-2119,0,15861,-992,29,0.0346,1348818,871914,-1553,0,0,0,1007594,-1903,0.2364,1,94565,175105,-2167,0,2.1914,0.1915,-5168,0,1,1,145482,-2195,-13207,-2869,91342,0,1698531,0.8355,0,0.4886,0,533541,1,0,0,4.6692,907299,1,0.4425,25,2.1924,0,13817,1,0,-954,3,1,0,736019,4,19228,0,1,0,17,0,449809,140991,0.6153,0.1122,34,0,0,-2019,4,13,93,-2114,0.0435,126,1039958,2861045,0.2928,360,-1523,265942,1,3,1775023,1,1,-794,1,347085,4402,1,1,-202,8,1,0,-10252,131196,0,29,1.8125,0.855,0,3.0774,45613,1075271,-2011,1,0,0.7856,-2424,648438,0.7075,-2776,1,0,0,0.2708,11261,0,271301,0,0.5393,0.852,-697,0.5055,-20711,1,13,0.2361,0,1,-80,1,0,58380,125676,9,2522,0.09,0.6846,-59
